old_name,speaker,label,new_name
12903.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12903.wav
12904.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_12904.wav
12905.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12905.wav
12906.wav,Alec Guinness,spoof,alec_guinness_spoof_12906.wav
12907.wav,Orson Welles,spoof,orson_welles_spoof_12907.wav
12908.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_12908.wav
12909.wav,Norm MacDonald,bona-fide,norm_macdonald_bona-fide_12909.wav
12910.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12910.wav
12911.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12911.wav
12912.wav,FDR,bona-fide,fdr_bona-fide_12912.wav
12913.wav,Orson Welles,spoof,orson_welles_spoof_12913.wav
12914.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12914.wav
12915.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12915.wav
12916.wav,Barack Obama,spoof,barack_obama_spoof_12916.wav
12917.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12917.wav
12918.wav,Mitch Hedberg,spoof,mitch_hedberg_spoof_12918.wav
12919.wav,Adam Driver,spoof,adam_driver_spoof_12919.wav
12920.wav,Calvin Coolidge,bona-fide,calvin_coolidge_bona-fide_12920.wav
12921.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12921.wav
12922.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12922.wav
12923.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12923.wav
12924.wav,Barack Obama,spoof,barack_obama_spoof_12924.wav
12925.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12925.wav
12926.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12926.wav
12927.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12927.wav
12928.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_12928.wav
12929.wav,Kanye West,bona-fide,kanye_west_bona-fide_12929.wav
12930.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12930.wav
12931.wav,Ronald Reagan,spoof,ronald_reagan_spoof_12931.wav
12932.wav,Kanye West,spoof,kanye_west_spoof_12932.wav
12933.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12933.wav
12934.wav,JFK,bona-fide,jfk_bona-fide_12934.wav
12935.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12935.wav
12936.wav,Gilbert Gottfried,bona-fide,gilbert_gottfried_bona-fide_12936.wav
12937.wav,Alec Guinness,spoof,alec_guinness_spoof_12937.wav
12938.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_12938.wav
12939.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_12939.wav
12940.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12940.wav
12941.wav,Scarlett Johansson,spoof,scarlett_johansson_spoof_12941.wav
12942.wav,Gilbert Gottfried,bona-fide,gilbert_gottfried_bona-fide_12942.wav
12943.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_12943.wav
12944.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12944.wav
12945.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_12945.wav
12946.wav,Ronald Reagan,spoof,ronald_reagan_spoof_12946.wav
12947.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12947.wav
12948.wav,George W. Bush,bona-fide,george_w._bush_bona-fide_12948.wav
12949.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_12949.wav
12950.wav,Bill Clinton,spoof,bill_clinton_spoof_12950.wav
12951.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12951.wav
12952.wav,Bernie Sanders,spoof,bernie_sanders_spoof_12952.wav
12953.wav,Ronald Reagan,spoof,ronald_reagan_spoof_12953.wav
12954.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12954.wav
12955.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_12955.wav
12956.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_12956.wav
12957.wav,Ronald Reagan,spoof,ronald_reagan_spoof_12957.wav
12958.wav,Tucker Carlson,bona-fide,tucker_carlson_bona-fide_12958.wav
12959.wav,Alec Guinness,spoof,alec_guinness_spoof_12959.wav
12960.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12960.wav
12961.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_12961.wav
12962.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12962.wav
12963.wav,Bernie Sanders,spoof,bernie_sanders_spoof_12963.wav
12964.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12964.wav
12965.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12965.wav
12966.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12966.wav
12967.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12967.wav
12968.wav,Ayn Rand,spoof,ayn_rand_spoof_12968.wav
12969.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12969.wav
12970.wav,Bill Clinton,spoof,bill_clinton_spoof_12970.wav
12971.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_12971.wav
12972.wav,Bill Clinton,spoof,bill_clinton_spoof_12972.wav
12973.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12973.wav
12974.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12974.wav
12975.wav,Donald Trump,bona-fide,donald_trump_bona-fide_12975.wav
12976.wav,Donald Trump,spoof,donald_trump_spoof_12976.wav
12977.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_12977.wav
12978.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_12978.wav
12979.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12979.wav
12980.wav,JFK,bona-fide,jfk_bona-fide_12980.wav
12981.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12981.wav
12982.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_12982.wav
12983.wav,Ayn Rand,spoof,ayn_rand_spoof_12983.wav
12984.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_12984.wav
12985.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_12985.wav
12986.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12986.wav
12987.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_12987.wav
12988.wav,Barack Obama,spoof,barack_obama_spoof_12988.wav
12989.wav,Ayn Rand,spoof,ayn_rand_spoof_12989.wav
12990.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12990.wav
12991.wav,Ayn Rand,spoof,ayn_rand_spoof_12991.wav
12992.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_12992.wav
12993.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12993.wav
12994.wav,FDR,bona-fide,fdr_bona-fide_12994.wav
12995.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_12995.wav
12996.wav,Barack Obama,bona-fide,barack_obama_bona-fide_12996.wav
12997.wav,Bill Clinton,spoof,bill_clinton_spoof_12997.wav
12998.wav,Ayn Rand,spoof,ayn_rand_spoof_12998.wav
12999.wav,George W. Bush,spoof,george_w._bush_spoof_12999.wav
13000.wav,George Carlin,bona-fide,george_carlin_bona-fide_13000.wav
13001.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_13001.wav
13002.wav,Alec Guinness,spoof,alec_guinness_spoof_13002.wav
13003.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13003.wav
13004.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_13004.wav
13005.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13005.wav
13006.wav,Alec Guinness,spoof,alec_guinness_spoof_13006.wav
13007.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_13007.wav
13008.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13008.wav
13009.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_13009.wav
13010.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13010.wav
13011.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13011.wav
13012.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_13012.wav
13013.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13013.wav
13014.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13014.wav
13015.wav,Bill Clinton,spoof,bill_clinton_spoof_13015.wav
13016.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13016.wav
13017.wav,George Carlin,bona-fide,george_carlin_bona-fide_13017.wav
13018.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13018.wav
13019.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_13019.wav
13020.wav,Winston Churchill,spoof,winston_churchill_spoof_13020.wav
13021.wav,Jerry Seinfeld,spoof,jerry_seinfeld_spoof_13021.wav
13022.wav,Adam Driver,bona-fide,adam_driver_bona-fide_13022.wav
13023.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13023.wav
13024.wav,Ayn Rand,spoof,ayn_rand_spoof_13024.wav
13025.wav,Nelson Mandela,spoof,nelson_mandela_spoof_13025.wav
13026.wav,Harry Truman,bona-fide,harry_truman_bona-fide_13026.wav
13027.wav,Dwight Eisenhower,spoof,dwight_eisenhower_spoof_13027.wav
13028.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13028.wav
13029.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13029.wav
13030.wav,Alec Guinness,spoof,alec_guinness_spoof_13030.wav
13031.wav,Alec Guinness,spoof,alec_guinness_spoof_13031.wav
13032.wav,Bill Burr,bona-fide,bill_burr_bona-fide_13032.wav
13033.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13033.wav
13034.wav,John Cleese,spoof,john_cleese_spoof_13034.wav
13035.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13035.wav
13036.wav,Bob Ross,bona-fide,bob_ross_bona-fide_13036.wav
13037.wav,George W. Bush,spoof,george_w._bush_spoof_13037.wav
13038.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_13038.wav
13039.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13039.wav
13040.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13040.wav
13041.wav,Alec Guinness,spoof,alec_guinness_spoof_13041.wav
13042.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13042.wav
13043.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13043.wav
13044.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_13044.wav
13045.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_13045.wav
13046.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13046.wav
13047.wav,Winston Churchill,spoof,winston_churchill_spoof_13047.wav
13048.wav,Ronald Reagan,spoof,ronald_reagan_spoof_13048.wav
13049.wav,FDR,bona-fide,fdr_bona-fide_13049.wav
13050.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13050.wav
13051.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_13051.wav
13052.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13052.wav
13053.wav,Bill Burr,spoof,bill_burr_spoof_13053.wav
13054.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13054.wav
13055.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13055.wav
13056.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13056.wav
13057.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13057.wav
13058.wav,Alec Guinness,spoof,alec_guinness_spoof_13058.wav
13059.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_13059.wav
13060.wav,JFK,bona-fide,jfk_bona-fide_13060.wav
13061.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13061.wav
13062.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13062.wav
13063.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_13063.wav
13064.wav,Bill Clinton,spoof,bill_clinton_spoof_13064.wav
13065.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13065.wav
13066.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_13066.wav
13067.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13067.wav
13068.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13068.wav
13069.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13069.wav
13070.wav,FDR,bona-fide,fdr_bona-fide_13070.wav
13071.wav,Queen Elizabeth II,bona-fide,queen_elizabeth_ii_bona-fide_13071.wav
13072.wav,Alec Guinness,spoof,alec_guinness_spoof_13072.wav
13073.wav,JFK,bona-fide,jfk_bona-fide_13073.wav
13074.wav,Ayn Rand,spoof,ayn_rand_spoof_13074.wav
13075.wav,Ronald Reagan,spoof,ronald_reagan_spoof_13075.wav
13076.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13076.wav
13077.wav,Ronald Reagan,spoof,ronald_reagan_spoof_13077.wav
13078.wav,George W. Bush,spoof,george_w._bush_spoof_13078.wav
13079.wav,Bill Burr,bona-fide,bill_burr_bona-fide_13079.wav
13080.wav,Bill Clinton,spoof,bill_clinton_spoof_13080.wav
13081.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13081.wav
13082.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13082.wav
13083.wav,Barack Obama,spoof,barack_obama_spoof_13083.wav
13084.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13084.wav
13085.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_13085.wav
13086.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13086.wav
13087.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13087.wav
13088.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13088.wav
13089.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13089.wav
13090.wav,Ayn Rand,spoof,ayn_rand_spoof_13090.wav
13091.wav,Bill Clinton,spoof,bill_clinton_spoof_13091.wav
13092.wav,Bill Clinton,spoof,bill_clinton_spoof_13092.wav
13093.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13093.wav
13094.wav,Alan Watts,spoof,alan_watts_spoof_13094.wav
13095.wav,Mr. Rogers,spoof,mr._rogers_spoof_13095.wav
13096.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13096.wav
13097.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13097.wav
13098.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13098.wav
13099.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13099.wav
13100.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13100.wav
13101.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13101.wav
13102.wav,Alec Guinness,spoof,alec_guinness_spoof_13102.wav
13103.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13103.wav
13104.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13104.wav
13105.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_13105.wav
13106.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13106.wav
13107.wav,Alec Guinness,spoof,alec_guinness_spoof_13107.wav
13108.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13108.wav
13109.wav,Alec Guinness,spoof,alec_guinness_spoof_13109.wav
13110.wav,Ayn Rand,spoof,ayn_rand_spoof_13110.wav
13111.wav,Ayn Rand,spoof,ayn_rand_spoof_13111.wav
13112.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13112.wav
13113.wav,George Carlin,spoof,george_carlin_spoof_13113.wav
13114.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13114.wav
13115.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13115.wav
13116.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_13116.wav
13117.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13117.wav
13118.wav,Bill Clinton,spoof,bill_clinton_spoof_13118.wav
13119.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13119.wav
13120.wav,Scarlett Johansson,spoof,scarlett_johansson_spoof_13120.wav
13121.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13121.wav
13122.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13122.wav
13123.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13123.wav
13124.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_13124.wav
13125.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13125.wav
13126.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13126.wav
13127.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_13127.wav
13128.wav,Alec Guinness,spoof,alec_guinness_spoof_13128.wav
13129.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_13129.wav
13130.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13130.wav
13131.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13131.wav
13132.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_13132.wav
13133.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13133.wav
13134.wav,Winston Churchill,spoof,winston_churchill_spoof_13134.wav
13135.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13135.wav
13136.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_13136.wav
13137.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13137.wav
13138.wav,Alan Watts,spoof,alan_watts_spoof_13138.wav
13139.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13139.wav
13140.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13140.wav
13141.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13141.wav
13142.wav,Dwight Eisenhower,spoof,dwight_eisenhower_spoof_13142.wav
13143.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13143.wav
13144.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13144.wav
13145.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13145.wav
13146.wav,Norm MacDonald,spoof,norm_macdonald_spoof_13146.wav
13147.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13147.wav
13148.wav,Kanye West,bona-fide,kanye_west_bona-fide_13148.wav
13149.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13149.wav
13150.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13150.wav
13151.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13151.wav
13152.wav,Alec Guinness,spoof,alec_guinness_spoof_13152.wav
13153.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13153.wav
13154.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13154.wav
13155.wav,JFK,bona-fide,jfk_bona-fide_13155.wav
13156.wav,George Carlin,spoof,george_carlin_spoof_13156.wav
13157.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_13157.wav
13158.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13158.wav
13159.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13159.wav
13160.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13160.wav
13161.wav,Alec Guinness,spoof,alec_guinness_spoof_13161.wav
13162.wav,Nick Offerman,bona-fide,nick_offerman_bona-fide_13162.wav
13163.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13163.wav
13164.wav,Richard Nixon,spoof,richard_nixon_spoof_13164.wav
13165.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13165.wav
13166.wav,JFK,bona-fide,jfk_bona-fide_13166.wav
13167.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13167.wav
13168.wav,Mr. Rogers,spoof,mr._rogers_spoof_13168.wav
13169.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13169.wav
13170.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13170.wav
13171.wav,Winston Churchill,spoof,winston_churchill_spoof_13171.wav
13172.wav,Ayn Rand,spoof,ayn_rand_spoof_13172.wav
13173.wav,Adam Driver,spoof,adam_driver_spoof_13173.wav
13174.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13174.wav
13175.wav,Alec Guinness,spoof,alec_guinness_spoof_13175.wav
13176.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_13176.wav
13177.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13177.wav
13178.wav,Ayn Rand,spoof,ayn_rand_spoof_13178.wav
13179.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13179.wav
13180.wav,Ayn Rand,spoof,ayn_rand_spoof_13180.wav
13181.wav,Winston Churchill,spoof,winston_churchill_spoof_13181.wav
13182.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_13182.wav
13183.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_13183.wav
13184.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13184.wav
13185.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13185.wav
13186.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13186.wav
13187.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13187.wav
13188.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13188.wav
13189.wav,Robert Kardashian,spoof,robert_kardashian_spoof_13189.wav
13190.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13190.wav
13191.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13191.wav
13192.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13192.wav
13193.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_13193.wav
13194.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13194.wav
13195.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13195.wav
13196.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13196.wav
13197.wav,Kamala Harris,bona-fide,kamala_harris_bona-fide_13197.wav
13198.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_13198.wav
13199.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13199.wav
13200.wav,Barack Obama,spoof,barack_obama_spoof_13200.wav
13201.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_13201.wav
13202.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_13202.wav
13203.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_13203.wav
13204.wav,Alec Guinness,spoof,alec_guinness_spoof_13204.wav
13205.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13205.wav
13206.wav,JFK,spoof,jfk_spoof_13206.wav
13207.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13207.wav
13208.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13208.wav
13209.wav,Alec Guinness,spoof,alec_guinness_spoof_13209.wav
13210.wav,FDR,bona-fide,fdr_bona-fide_13210.wav
13211.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13211.wav
13212.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_13212.wav
13213.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13213.wav
13214.wav,FDR,spoof,fdr_spoof_13214.wav
13215.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13215.wav
13216.wav,Alec Guinness,spoof,alec_guinness_spoof_13216.wav
13217.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13217.wav
13218.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13218.wav
13219.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13219.wav
13220.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13220.wav
13221.wav,Bill Clinton,spoof,bill_clinton_spoof_13221.wav
13222.wav,Ronald Reagan,spoof,ronald_reagan_spoof_13222.wav
13223.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_13223.wav
13224.wav,Richard Nixon,spoof,richard_nixon_spoof_13224.wav
13225.wav,Orson Welles,spoof,orson_welles_spoof_13225.wav
13226.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13226.wav
13227.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13227.wav
13228.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13228.wav
13229.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_13229.wav
13230.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13230.wav
13231.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13231.wav
13232.wav,Alec Guinness,spoof,alec_guinness_spoof_13232.wav
13233.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13233.wav
13234.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13234.wav
13235.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13235.wav
13236.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_13236.wav
13237.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13237.wav
13238.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13238.wav
13239.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13239.wav
13240.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_13240.wav
13241.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_13241.wav
13242.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_13242.wav
13243.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_13243.wav
13244.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_13244.wav
13245.wav,George W. Bush,spoof,george_w._bush_spoof_13245.wav
13246.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_13246.wav
13247.wav,Milton Friedman,spoof,milton_friedman_spoof_13247.wav
13248.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13248.wav
13249.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13249.wav
13250.wav,Martin Luther King,spoof,martin_luther_king_spoof_13250.wav
13251.wav,JFK,bona-fide,jfk_bona-fide_13251.wav
13252.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13252.wav
13253.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_13253.wav
13254.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_13254.wav
13255.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_13255.wav
13256.wav,Barack Obama,bona-fide,barack_obama_bona-fide_13256.wav
13257.wav,2Pac,spoof,2pac_spoof_13257.wav
13258.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_13258.wav
13259.wav,Ayn Rand,spoof,ayn_rand_spoof_13259.wav
13260.wav,Donald Trump,bona-fide,donald_trump_bona-fide_13260.wav
13261.wav,Alec Guinness,spoof,alec_guinness_spoof_13261.wav
13262.wav,Nelson Mandela,spoof,nelson_mandela_spoof_13262.wav
13263.wav,Bernie Sanders,spoof,bernie_sanders_spoof_13263.wav
13264.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_13264.wav
13265.wav,Bill Clinton,spoof,bill_clinton_spoof_13265.wav
13266.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_13266.wav
13267.wav,Donald Trump,spoof,donald_trump_spoof_13267.wav
13268.wav,FDR,bona-fide,fdr_bona-fide_13268.wav
13269.wav,Ronald Reagan,spoof,ronald_reagan_spoof_13269.wav
